Date,sigma_2ratio_equi,sigma_3ratio_equi
2021-09-02,0.6981476249315516,0.06118330783865895
2021-09-03,0.7658756856179249,0.066744790814708
2021-09-07,0.670257220437967,0.05495004549392003
2021-09-08,0.7018500938843476,0.05816823194580839
2021-09-09,0.7217087573261916,0.06949689470681031
2021-09-10,0.7404355694421144,0.09947281395017298
2021-09-13,0.6746557775129569,0.06595570609615885
2021-09-14,0.7210435654750781,0.08504648635900526
2021-09-15,0.725747043076681,0.07903814997634952
2021-09-16,0.6830454835697508,0.10354456395226005
2021-09-17,0.7055785552350814,0.11061224407959759
2021-09-20,0.6885389895491419,0.07483233389645705
2021-09-21,0.6756054097508916,0.06301686328756742
2021-09-22,0.7148210891905874,0.06444522948481518
2021-09-23,0.7304177863626198,0.07484933518179863
2021-09-24,0.7441692774161865,0.07710306121944067
2021-09-27,0.6556152896846629,0.07802546076036644
2021-09-28,0.6773982127530125,0.08251177544833849
2021-09-29,0.7106769320056958,0.07890362108099211
2021-09-30,0.5866421103301365,0.053979980478009906
2021-10-01,0.8110122702024669,0.1321692540310992
2021-10-04,0.6554209115832688,0.0670166457507677
2021-10-05,0.7148977990559857,0.08442432630509293
2021-10-06,0.69974947256888,0.08767958490669694
2021-10-07,0.6945705054726601,0.1444331995179667
2021-10-08,0.7498195117824582,0.08049697203925571
2021-10-11,0.6671712249367037,0.07436498547591074
2021-10-12,0.6926669475909101,0.09115741383384658
2021-10-13,0.7184872310359242,0.08151355783966047
2021-10-14,0.7283503272324493,0.07193435317175957
2021-10-15,0.7216710471759611,0.15999578220112512
2021-10-18,0.6934847291500027,0.08198666249583715
2021-10-19,0.6988226723314449,0.07044831169754995
2021-10-20,0.6914588896176332,0.1091814049806187
2021-10-21,0.6940018740887073,0.10255407959104722
2021-10-22,0.761536837624869,0.09945787094537674
2021-10-25,0.6063779220022314,0.05218582579918743
2021-10-26,0.6854304190462235,0.060094475722136505
2021-10-27,0.7111981303728921,0.08515700505291401
2021-10-28,0.7173198421990085,0.10285199133261924
2021-10-29,0.74009372795761,0.09927823951240791
2021-11-01,0.634555426306497,0.09922407774821247
2021-11-02,0.6949854148252614,0.06829383487542555
2021-11-03,0.715185311806202,0.10619694172158065
2021-11-04,0.72656767884307,0.09060213749300196
2021-11-05,0.7557116391078329,0.09173160469232773
2021-11-08,0.679410937965265,0.08463220991964507
2021-11-09,0.6881369704747023,0.07552745273738493
2021-11-10,0.7346391230282437,0.07425938563358984
2021-11-11,0.7524628347830378,0.07319199940178664
2021-11-12,0.765087510261973,0.10188179869749203
2021-11-15,0.6707094739339029,0.09373894808688578
2021-11-16,0.7089469006398909,0.11941528214311153
2021-11-17,0.7042935855552465,0.12373313056721622
2021-11-18,0.6911998261019667,0.1744717410648469
2021-11-19,0.6755525283448314,0.1813919726318032
2021-11-22,0.6937250194496184,0.11532843212264372
2021-11-23,0.7123945822970601,0.14482663279797425
2021-11-24,0.7289328501418165,0.11395099025626025
2021-11-29,0.6813299417477985,0.11029586294377756
2021-11-30,0.6711771153493354,0.13983487167522995
2021-12-01,0.7037936473762553,0.1303070193719405
2021-12-02,0.6523133036582786,0.1928674916228399
2021-12-03,0.6607460594048129,0.17176563115755175
2021-12-06,0.6558937151789107,0.11037654607397053
2021-12-07,0.6669022652734458,0.1625290796383367
2021-12-08,0.6608294677494138,0.16717334738711334
2021-12-09,0.6811617530213717,0.16727245645740157
2021-12-10,0.7075793890158352,0.15385425749606513
2021-12-13,0.6453031806003952,0.10995037330963695
2021-12-14,0.6553430710367251,0.1636645813340765
2021-12-15,0.6958236690984975,0.1325332631296304
2021-12-16,0.6682959085267403,0.19081237460863704
2021-12-17,0.6773637761161688,0.20561030383415788
2021-12-20,0.6683590222206955,0.10809819937919571
2021-12-21,0.6568813312459015,0.1446260703207612
2021-12-22,0.6895596936309261,0.10407792503456564
2021-12-23,0.6997848286181072,0.08564876333613611
2021-12-27,0.6180896251525686,0.0385911754549628
2021-12-28,0.6258405862837526,0.1099591755390251
2021-12-29,0.6697804670187488,0.07362365884798369
2021-12-30,0.6970078646708541,0.12076334915846083
