Date,Hour,HOV Flow,Ordinary Flow,HOV Travel Time,Ordinary Travel Time,Avg_total_toll,Sigma_2ratio,Sigma_3ratio,Demand,Sigma_o,Sigma_toll,Sigma_pool2,Sigma_pool3
2021-11-30,15,1341.0454545454545,3760.227272727273,10.944995942012593,16.914157130654086,7.0,0.1068159992595078,0.7190294924157401,6875.058304470228,0.5385655064981202,0.0,0.29772010513399066,0.163714362308638
2021-11-30,14,1211.3636363636365,3516.0454545454545,10.210101649757092,13.81236416208456,4.979166666666667,0.1068159992595078,0.7190294924157401,5770.117322069876,0.6600012020385189,0.00043835851040636184,0.27399192054743177,0.06556846521691684
2021-11-30,13,1201.409090909091,3695.409090909091,8.149002399655851,11.56821114912867,2.6666666666666665,0.1068159992595078,0.7190294924157401,6138.321362528931,0.6025982942394161,0.008214405278714226,0.34322219889170824,0.04596507246784197
2021-11-30,12,1131.6363636363635,3864.909090909091,6.763015868049546,8.788902291386332,1.6041666666666667,0.1068159992595078,0.7190294924157401,5651.232599169632,0.6652856734737137,0.10862918647426621,0.2092492854756406,0.01683581948857127
2021-11-30,11,927.9090909090908,3468.0,6.435329076887637,7.6383694624478995,0.9166666666666666,0.1068159992595078,0.7190294924157401,4707.892560849043,0.6952075270143598,0.17419151965120305,0.12479484123252013,0.005806059239763828
2021-11-30,10,980.8636363636364,3651.090909090909,6.851940085412712,8.113277268434135,1.0214285714285714,0.1068159992595078,0.7190294924157401,4984.255641844747,0.6970191630472684,0.163676155426526,0.13312208475581877,0.006182546511123766
2021-11-30,9,984.318181818182,3654.181818181818,6.571966361304074,7.978342693618448,1.0833333333333333,0.1068159992595078,0.7190294924157401,5031.2333745201195,0.6875656643246901,0.1590437894152555,0.14520789079237464,0.0081826066922486
2021-11-30,8,1178.090909090909,3847.909090909091,7.949393584661226,10.052565926083652,2.895833333333333,0.1068159992595078,0.7190294924157401,5894.901447953592,0.7094075199694275,0.0031227163012729313,0.2654863129338658,0.021983397152097617
2021-11-30,7,1219.9545454545455,3977.318181818182,7.088818240210167,8.201662531610603,1.5234375,0.1068159992595078,0.7190294924157401,5656.109188784742,0.7316380316671774,0.10813322834844831,0.15418135773740238,0.006047349611654915
2021-11-30,6,1035.6818181818182,3642.681818181818,6.471174939561289,7.414194414842948,1.0416666666666667,0.1068159992595078,0.7190294924157401,4981.422638432398,0.7239402779215802,0.15571155386670416,0.11636564549090209,0.003982511207846082
2021-11-30,5,641.4090909090909,2572.318181818182,5.763296651972504,6.2184823996690834,0.75,0.1068159992595078,0.7190294924157401,3332.803379354744,0.8010186674591889,0.12786751106666588,0.07008430388575661,0.00102947160854481
2021-12-01,19,1086.6363636363635,3696.5,7.053139865008756,8.611000825154855,3.2045454545454546,0.10841960888416954,0.7137310857446244,5464.39035121385,0.7547899110580598,0.0,0.23281119321086197,0.012398842004826468
2021-12-01,18,1329.5454545454545,3808.909090909091,9.760861748237534,13.077337980413551,6.958333333333333,0.10841960888416954,0.7137310857446244,6153.42260833704,0.6891652725709616,0.0,0.25367706306750704,0.05715759972119642
2021-12-01,17,1350.2272727272727,3816.227272727273,10.372782938626406,14.618465131840704,7.0,0.10841960888416954,0.7137310857446244,6397.299201754732,0.6462091515698418,0.0,0.26075941812316994,0.093031406374312
2021-12-01,16,1400.5454545454545,3991.727272727273,9.531357252706584,12.864078148533071,7.0,0.10841960888416954,0.7137310857446244,6458.635199530223,0.6889179148800454,0.0,0.25368960435651366,0.05739243257982013
2021-12-01,15,1378.1363636363635,3882.5,10.447387125241182,15.114837904029375,7.0,0.10841960888416954,0.7137310857446244,6641.867374914516,0.6211182663682068,0.0,0.26777764589571135,0.11110402936132299
2021-12-01,14,1307.7272727272727,3650.818181818182,10.15005198228985,14.287774592243426,5.458333333333333,0.10841960888416954,0.7137310857446244,6178.913629583345,0.6334447933626238,0.0,0.2811891153841877,0.08536605414152823
2021-12-01,13,1228.590909090909,3708.909090909091,8.612082663187694,11.59900824036297,3.1041666666666665,0.10841960888416954,0.7137310857446244,5999.932513694774,0.65440142406789,0.00507448764746102,0.29965200771438216,0.04087202139737325
2021-12-01,12,1112.8181818181818,3857.4545454545455,6.949567845797103,8.445912673553925,1.6041666666666667,0.10841960888416954,0.7137310857446244,5492.968815048261,0.7071761000619478,0.10600948330256807,0.17631395064386032,0.010500420471859315
2021-12-01,11,1046.5,3786.772727272728,6.817677613362049,8.074837227548791,1.1666666666666667,0.10841960888416954,0.7137310857446244,5224.217169132459,0.7051612768065899,0.14747259260077394,0.14046586968319713,0.006900243598538765
2021-12-01,10,1016.181818181818,3796.318181818182,6.572860062027597,7.795551235779707,0.9791666666666666,0.10841960888416954,0.7137310857446244,5162.467854106984,0.6976047124704405,0.16878439088615918,0.12769888241454402,0.005911949861141733
2021-12-01,9,929.4545454545456,3416.090909090909,6.611215097669732,7.847474987074045,1.068181818181818,0.10841960888416954,0.7137310857446244,4678.217895324735,0.7016569349642742,0.1581252708600801,0.13420574852840916,0.0060119597945797205
2021-12-01,8,996.2272727272727,3225.2727272727275,9.219482649960558,11.494716637141494,3.0,0.10841960888416954,0.7137310857446244,4978.0290705996795,0.7012377556547138,0.0033892402108519426,0.2696504205288196,0.0257225383182456
2021-12-01,7,1245.090909090909,3767.0,9.152725364608104,11.27741752277601,4.020833333333333,0.10841960888416954,0.7137310857446244,5836.887341687142,0.7248357702431006,0.0002601464159438713,0.25177100888448006,0.023132992784923097
2021-12-01,6,1028.7272727272727,3569.409090909091,7.000138282148017,8.121783319292124,1.0,0.10841960888416954,0.7137310857446244,4922.318866223903,0.7071472726833465,0.16287067215056178,0.12477005913489905,0.00521194098738177
2021-12-01,5,632.7727272727273,2536.5454545454545,5.857715168940514,6.316039905366316,0.7708333333333334,0.10841960888416954,0.7137310857446244,3286.7659844325976,0.813414090964824,0.11546595746002473,0.07007865346386682,0.0010412373342823203
2021-12-02,19,1154.1818181818182,3697.9545454545455,8.511405632795777,11.4068355083258,3.0681818181818183,0.10404496371039122,0.7172729686670207,5874.3613373277385,0.6599596867553074,0.004952878831653918,0.29626189677274395,0.03882548683372978
2021-12-02,18,1250.0,3504.590909090909,11.321318791971,16.783477837048242,6.916666666666667,0.10404496371039122,0.7172729686670207,6248.598736636629,0.5697338258976596,0.0,0.2864955573209644,0.1437706123684931
2021-12-02,17,1312.2272727272727,3669.681818181818,12.301171303645258,18.73875933972677,7.0,0.10404496371039122,0.7172729686670207,6881.735733903923,0.5082873647866666,0.0,0.31044294438018133,0.18126965367611722
2021-12-02,16,1391.3181818181818,3971.045454545456,10.203792722723266,14.442819057864844,7.0,0.10404496371039122,0.7172729686670207,6637.701635171428,0.6466408311781419,0.0,0.2606238408243754,0.09273530114446053
2021-12-02,15,1240.409090909091,3570.6363636363635,10.24649285896125,18.173877160110862,6.545454545454546,0.10404496371039122,0.7172729686670207,7193.868605089366,0.4099842206952981,0.0,0.37268480509643603,0.2173309424276707
2021-12-02,14,1300.5454545454545,3658.636363636364,10.27847835108191,15.931706245992716,6.395833333333333,0.10404496371039122,0.7172729686670207,6619.700892730054,0.5476346629290416,0.0,0.304391248614867,0.14797404578879733
2021-12-02,13,1231.090909090909,3744.636363636364,8.94750195281131,11.89271165356536,3.4166666666666665,0.10404496371039122,0.7172729686670207,6001.683116044527,0.668187433495774,0.0036302184286562023,0.2870613381411963,0.04112097522921672
2021-12-02,12,1131.4545454545455,3937.0,7.307286455463935,8.930312731436489,1.4583333333333333,0.10404496371039122,0.7172729686670207,5602.219800588647,0.6904674016285709,0.12268570063027665,0.17572294176337375,0.011123910125161795
2021-12-02,11,1039.3636363636365,3825.545454545456,7.0764581366430725,8.571473370523712,0.9583333333333334,0.10404496371039122,0.7172729686670207,5288.019936455651,0.6722296959329507,0.17036775771430843,0.14953170158763635,0.007870799402359548
2021-12-02,10,1070.590909090909,3851.363636363637,7.342439615346816,9.276947661119426,1.125,0.10404496371039122,0.7172729686670207,5480.552248211305,0.644564027670669,0.15586144332157909,0.18675651099608245,0.012817972560808064
2021-12-02,9,1040.590909090909,3753.681818181818,7.134059652760918,8.71550431921317,1.1041666666666667,0.10404496371039122,0.7172729686670207,5253.704226939346,0.673610570886211,0.15472476455595494,0.161964354883877,0.009700279347528784
2021-12-02,8,1133.2272727272727,3649.318181818182,8.488561540305419,11.243736231257587,2.270833333333333,0.10404496371039122,0.7172729686670207,5719.837451609092,0.6392168405194266,0.043069585542623204,0.28765298271541356,0.030060565906689964
2021-12-02,7,1279.6818181818182,3979.409090909091,7.743072840181223,9.17929772497621,2.5294117647058822,0.10404496371039122,0.7172729686670207,5974.870117954869,0.755624936781976,0.008282786971532636,0.2255794404803529,0.010512805168455206
2021-12-02,6,899.0,3210.318181818182,6.602726268150176,7.567925909162913,0.9375,0.10404496371039122,0.7172729686670207,4366.440302118097,0.7165131279447686,0.1670953877316761,0.1122501207249033,0.004141329136316855
2021-12-02,5,630.1363636363636,2497.909090909091,6.130457737196257,7.0549356057018215,0.75,0.10404496371039122,0.7172729686670207,3298.5980931073327,0.7089523475600378,0.1887581584993843,0.09893053546009153,0.0033589299288423074
2021-12-03,19,1212.6363636363635,3729.272727272728,8.392907107477983,10.849547344128585,6.090909090909091,0.1095755492922329,0.7181819134334301,5789.207755827853,0.717654422460318,0.0,0.2512325117288965,0.03111303422926885
2021-12-03,18,1330.5454545454545,3722.772727272728,10.775162005621228,15.5346931859815,7.0,0.1095755492922329,0.7181819134334301,6405.450042855669,0.6160133754793978,0.0,0.26940155300166785,0.11458500958114287
