Rho,Loss,Total Travel Time,Total Emission,Total Revenue,Total Utility Cost,Toll 0,Toll 1,Toll 2,Toll 3,Toll 4
0.25,0.0012859697515646327,2528714.172230678,2274019.6282261484,8480.876278448524,3177993.2586565907,2.0,1.0,3.0,4.0,1.0
0.5,0.0012183696468037778,1836475.4661291062,1535140.9371971057,3127.982466071395,2275818.806422009,2.0,1.0,3.0,4.0,1.0
0.75,7.861978347529007e-05,1328687.9416214228,1014341.0672026135,13696.449531184056,1573393.297766126,2.0,1.0,3.0,4.0,1.0
0.25,0.0006032875428655725,1544695.1000187548,1236174.4412211592,1050.584626832605,1855400.1819447752,2.0,1.0,3.0,4.0,2.0
0.5,3.8876484377135305e-06,645294.5018509985,417107.7481473122,5912.322016417043,733319.0277099315,2.0,1.0,3.0,4.0,2.0
0.75,9.412455137931082e-07,562174.0131845908,351949.16387877613,12028.696395485296,632826.5630974576,2.0,1.0,3.0,4.0,2.0
0.25,0.0008086463435376962,1187172.8976259422,898199.395440228,1050.584626832605,1436672.929914785,2.0,1.0,3.0,4.0,3.0
0.5,3.875945385243989e-07,461150.7557369397,280262.43379464175,4654.802602133076,507710.80588401156,2.0,1.0,3.0,4.0,3.0
0.75,1.2380596313043212e-06,389254.6101843463,231268.8782708909,10640.045908132646,419314.22369907127,2.0,1.0,3.0,4.0,3.0
0.25,0.00035650896429855123,868415.3881966678,604583.9269859372,1277.667313893,1006567.802521173,2.0,1.0,3.0,4.0,4.0
0.5,4.168985513512962e-07,392327.4627370322,233272.626722085,3212.8562873675683,423267.02994590683,2.0,1.0,3.0,4.0,4.0
0.75,2.968658553039606e-05,320117.5295601791,187981.427459326,8636.33694833957,333673.6977971515,2.0,1.0,3.0,4.0,4.0
0.25,0.00029749756127852835,863104.7630005563,594919.6288264609,1245.1403223681066,1011680.9858137516,2.0,1.0,3.0,4.0,5.0
0.5,8.052887276844109e-07,392340.37988894974,233332.87788756893,3196.784284851876,423238.98780636315,2.0,1.0,3.0,4.0,5.0
0.75,9.684569653705204e-07,297174.37691038416,174292.15406974766,8066.8534019459175,305273.70630846417,2.0,1.0,3.0,4.0,5.0
0.25,0.00033398777943345853,3708631.805234932,3701021.5194561416,1050.5846268326047,4412675.7248062715,2.0,1.0,3.0,5.0,0.0
0.5,0.0010941156852053737,3710482.0544787203,3698946.214792594,3192.7662842229415,4501436.456008787,2.0,1.0,3.0,5.0,0.0
0.75,0.0027503552145655874,3720470.1627719756,3706089.576891169,5850.310298660893,4989060.422752742,2.0,1.0,3.0,5.0,0.0
0.25,0.001285678051155997,2528875.443875586,2274201.879131231,8431.20573033493,3178064.6433507544,2.0,1.0,3.0,5.0,1.0
0.5,0.0012184941871068783,1837533.5389663088,1536221.627185551,2938.320307917415,2276307.6262061736,2.0,1.0,3.0,5.0,1.0
0.75,0.0003743345951740319,1301196.6983853106,992329.7255432565,8809.038669146903,1558255.8187403255,2.0,1.0,3.0,5.0,1.0
0.25,0.0006027410031581406,1544909.3987430816,1236416.4654801507,1050.5846268326047,1855495.0226336978,2.0,1.0,3.0,5.0,2.0
0.5,5.659978717599593e-06,646150.5819135222,417972.6166250633,5912.32201641703,733733.7477773624,2.0,1.0,3.0,5.0,2.0
0.75,1.3180501895757412e-06,563454.4700853939,353609.0914776323,11902.434051415641,632392.1341188077,2.0,1.0,3.0,5.0,2.0
0.25,0.000808296970458624,1187343.492394596,898392.1466447681,1050.5846268326047,1436748.5018973376,2.0,1.0,3.0,5.0,3.0
0.5,2.1622929281330297e-06,462012.5415152199,281133.1328465724,4654.802602133066,508127.00005740894,2.0,1.0,3.0,5.0,3.0
0.75,1.5293084024582157e-06,392279.2761489494,233956.10748518567,10497.711561547303,421510.97340260283,2.0,1.0,3.0,5.0,3.0
0.25,0.0003565089637845357,868673.7679542959,604872.5979064018,1227.9967657794055,1006682.6478858233,2.0,1.0,3.0,5.0,4.0
0.5,1.4717136147474218e-05,393170.5195065419,234123.27442232525,3360.8036339550686,423677.64228758484,2.0,1.0,3.0,5.0,4.0
0.75,6.754037232244423e-05,320282.80126353103,188694.00027816207,9266.021065566905,332449.46742824133,2.0,1.0,3.0,5.0,4.0
0.25,0.0002974975607685127,863363.1389982451,595208.29533043,1195.4697742545122,1011795.8295852292,2.0,1.0,3.0,5.0,5.0
0.5,2.4893697889729486e-06,393178.46708443284,234178.86964884232,3196.7842848518653,423626.20145230636,2.0,1.0,3.0,5.0,5.0
0.75,1.3976998276208604e-06,297593.1033377687,175266.07215291023,7956.663060391954,304190.8591649487,2.0,1.0,3.0,5.0,5.0
0.25,0.002946148030789252,3708117.5924730343,3700178.4081827085,690.0467066016843,4872064.433264793,2.0,1.0,4.0,0.0,0.0
0.5,0.0025900876990257245,3703810.8575953417,3692702.2369261016,2361.110445434333,4572208.133919099,2.0,1.0,4.0,0.0,0.0
0.75,0.0028794294348952506,3711581.715299876,3698731.936941786,4476.820140104997,4979497.983682223,2.0,1.0,4.0,0.0,0.0
0.25,0.0007476252072745302,2568408.7953724395,2332067.774519464,690.0467066016843,3100656.732830176,2.0,1.0,4.0,0.0,1.0
0.5,0.0027107894923907934,1826593.4531127238,1526051.1781881554,2361.110445434333,2272663.734857881,2.0,1.0,4.0,0.0,1.0
0.75,0.00017523409220223364,1331649.302385975,1017431.7085988243,10190.948685027828,1582978.5113799965,2.0,1.0,4.0,0.0,1.0
0.25,0.0010108315737026557,1541822.0602719975,1232645.6304657923,689.1772477307754,1852953.0984164895,2.0,1.0,4.0,0.0,2.0
0.5,0.0007904098300155695,651795.0193089243,420686.14127964,5094.228638896257,746047.122704067,2.0,1.0,4.0,0.0,2.0
0.75,0.003118472156662525,557254.7644731915,347398.2311776924,10182.457552871112,630706.0662484218,2.0,1.0,4.0,0.0,2.0
0.25,0.0023993900500109953,1161582.4354323326,866723.6772507426,992.2010874188775,1373256.0559881413,2.0,1.0,4.0,0.0,3.0
0.5,0.0007891177498474928,468400.45923387894,283239.94449989276,3811.1951945174033,521546.33455106686,2.0,1.0,4.0,0.0,3.0
0.75,0.00015560206672339845,386287.9003133009,228466.7462909402,8793.807065518467,418600.68554288347,2.0,1.0,4.0,0.0,3.0
0.25,0.0008028027140929982,884395.0661741445,616868.1448164572,867.4588455484843,1030113.2683466473,2.0,1.0,4.0,0.0,4.0
0.5,0.0007908055895607569,397874.4953354533,234621.96485500236,2382.0058947993384,434966.44464555226,2.0,1.0,4.0,0.0,4.0
0.75,0.00016305480759228245,317131.28713924065,184923.44767008664,7238.028223493404,332933.46761967824,2.0,1.0,4.0,0.0,4.0
0.25,0.0006638604067241049,878015.301560364,606701.5035200985,690.0467066016843,1032146.3725645149,2.0,1.0,4.0,0.0,5.0
0.5,0.0007910646043142062,397872.7387189201,234616.5819254372,2382.0058947993384,434968.72059197875,2.0,1.0,4.0,0.0,5.0
0.75,0.00016154358111418801,293813.4078184605,171029.52658114355,6059.2744229006275,303930.689472118,2.0,1.0,4.0,0.0,5.0
0.25,0.00033613223095222674,3706359.193909759,3698228.858672985,1087.4110915104472,4411440.169686731,2.0,1.0,4.0,1.0,0.0
0.5,0.0011825026947335747,3707542.222307612,3696235.8692018418,3959.626453192218,4614069.304172385,2.0,1.0,4.0,1.0,0.0
0.75,0.00027208336433568906,3708412.602647,3695430.902541624,6619.811687120273,4409923.107135788,2.0,1.0,4.0,1.0,0.0
0.25,0.001287253549331347,2526601.7482007686,2271410.9712560726,8497.009224497151,3176825.71512879,2.0,1.0,4.0,1.0,1.0
0.5,0.001202925463620332,1832347.57677354,1532017.7314787128,3419.1689145637547,2279350.4479397857,2.0,1.0,4.0,1.0,1.0
0.75,2.2459676606913007e-05,1267283.2801001412,956566.0792326429,11785.340772830072,1500667.9176107561,2.0,1.0,4.0,1.0,1.0
0.25,0.0006037743710942934,1542670.2061198417,1233675.3171335645,1116.3881209948288,1854261.0733022168,2.0,1.0,4.0,1.0,2.0
0.5,7.76055176319637e-05,647220.2748301995,417690.5786636458,6691.939200433752,738537.0052891321,2.0,1.0,4.0,1.0,2.0
0.75,2.526899755981082e-06,560066.5125734486,349478.34471715556,12320.561640386548,633811.3553878968,2.0,1.0,4.0,1.0,2.0
0.25,0.0008121594846594181,1185082.5606485095,895623.1681090922,1087.4110915104472,1435506.398536257,2.0,1.0,4.0,1.0,3.0
0.5,7.426812086881053e-05,463086.1193789673,280340.8021666416,5415.284263578619,512938.01204168424,2.0,1.0,4.0,1.0,3.0
0.75,1.0125638606217716e-06,384650.80131122447,227994.09855680732,10911.885162539806,415388.8584184448,2.0,1.0,4.0,1.0,3.0
0.25,0.00035631501113899696,866422.1540562306,602122.5054829487,1293.8002599416288,1005413.7032963781,2.0,1.0,4.0,1.0,4.0
0.5,7.559371353361504e-05,393472.27378873806,232675.83118588192,3979.7164563368333,427525.8047907552,2.0,1.0,4.0,1.0,4.0
0.75,1.4871376186921398e-06,317805.3505162014,186070.73197612187,9178.694181567951,332599.1196830565,2.0,1.0,4.0,1.0,4.0
0.25,0.00028267057585969777,861110.630720889,592460.666134089,1116.3881209948288,1010518.4832364819,2.0,1.0,4.0,1.0,5.0
0.5,7.513065351590043e-05,393470.8502051115,232720.80596552062,3979.7164563368333,427468.2986244017,2.0,1.0,4.0,1.0,5.0
0.75,1.1394349629708696e-06,294659.42213404557,172226.67392863028,8354.764658868771,303986.94272114075,2.0,1.0,4.0,1.0,5.0
0.25,0.0003365850646701745,3707643.507614682,3699446.5794291324,814.2230768856746,4412152.168510492,2.0,1.0,4.0,2.0,0.0
0.5,0.0012561447413982753,3712065.6549022016,3700316.4440537714,3130.1107343720496,4671107.084300738,2.0,1.0,4.0,2.0,0.0
0.75,0.00030270567382047165,3711876.4149128054,3698154.866273473,7220.353779914788,4415405.274374676,2.0,1.0,4.0,2.0,0.0
0.25,0.001287309179837715,2527850.5565081337,2272586.0078617916,8248.656483929177,3177525.9944246495,2.0,1.0,4.0,2.0,1.0
0.5,0.0012110942814162644,1834254.3897753768,1534380.7170230611,3130.1107343720496,2288353.0733443177,2.0,1.0,4.0,2.0,1.0
0.75,0.00015898003294767592,1354549.1297004484,1048536.9117042734,14632.869755267764,1565544.3250884821,2.0,1.0,4.0,2.0,1.0
0.25,0.0006037767403140596,1543885.4384589563,1234809.7449869423,868.0353804268532,1854950.7103511824,2.0,1.0,4.0,2.0,2.0
0.5,1.2615592043849245e-05,646324.1030753242,417124.79138959845,6434.446606259457,735569.4418160716,2.0,1.0,4.0,2.0,2.0
0.75,2.321952038490379e-05,562880.1044720677,351549.81641310104,12941.193736325682,635217.9617004058,2.0,1.0,4.0,2.0,2.0
0.25,0.0008121993568323147,1186325.5860347303,896791.0626030801,839.0583509424719,1436205.0326194866,2.0,1.0,4.0,2.0,3.0
0.5,1.2910369126051995e-05,462381.9618061822,280260.2226975519,4592.147052282172,510093.0386288985,2.0,1.0,4.0,2.0,3.0
0.75,2.032611403181197e-06,389532.2155498928,231312.72521504678,10980.52012432716,419632.03337650915,2.0,1.0,4.0,2.0,3.0
0.25,0.0003563150104897384,867660.6864149532,603278.4207414656,1045.447519373653,1006119.875445602,2.0,1.0,4.0,2.0,4.0
0.5,1.3065846753699702e-05,393098.9596465378,232823.29460220528,3150.200737516665,425145.7868374553,2.0,1.0,4.0,2.0,4.0
0.75,2.3293077003955806e-05,319435.4812904312,187130.96094872494,9996.764406947976,333130.1583994934,2.0,1.0,4.0,2.0,4.0
0.25,0.0002826705752171245,862349.1632287013,593616.5813568754,868.0353804268532,1011224.6554792923,2.0,1.0,4.0,2.0,5.0
0.5,1.0085729871889478e-05,393094.23191335495,232858.13387607574,3722.2238621625365,425182.9555435492,2.0,1.0,4.0,2.0,5.0
0.75,2.262265592842764e-06,296556.12963511556,173617.33367945108,8245.987481709322,304539.93164876365,2.0,1.0,4.0,2.0,5.0
0.25,0.00033613223079188777,3708110.8193722134,3699939.179672265,727.299617686881,4412373.05030064,2.0,1.0,4.0,3.0,0.0
0.5,0.001084610062536375,3709430.6972913733,3697440.146634924,2945.3694878804617,4499933.561381654,2.0,1.0,4.0,3.0,0.0
0.75,0.00026852230083480167,3714007.7810224057,3699679.9135560403,6017.8286282010995,4394529.813318557,2.0,1.0,4.0,3.0,0.0
0.25,0.001287253549253601,2528370.5024265824,2273138.418704315,8136.897750673587,3177769.359238429,2.0,1.0,4.0,3.0,1.0
0.5,0.0012160713270075914,1836586.0631198105,1534817.5808216757,2965.459491025077,2276144.261130714,2.0,1.0,4.0,3.0,1.0
0.75,8.097987166340945e-05,1330841.9188726926,1017216.6007498403,13398.449731703426,1571048.9842997047,2.0,1.0,4.0,3.0,1.0
0.25,0.000603774371133834,1544458.0594266108,1235421.8614398823,756.2766471712623,1855216.6837287524,2.0,1.0,4.0,3.0,2.0
0.5,1.5672100328047804e-06,645830.8685222899,416377.0658076855,5947.155902586486,733951.2805390339,2.0,1.0,4.0,3.0,2.0
0.75,4.447578567912901e-08,562471.4427656671,351816.1925909351,11738.668584611989,632025.7997368677,2.0,1.0,4.0,3.0,2.0
0.25,0.0008121594846179973,1186855.9272702893,897355.2275715934,727.299617686881,1436452.9348375003,2.0,1.0,4.0,3.0,3.0
0.5,8.309086421943179e-07,461649.53877879545,279930.82874620735,4407.405805790584,507793.0108988389,2.0,1.0,4.0,3.0,3.0
0.75,9.11540780700216e-08,389623.84222438897,231229.98034360696,10350.018097259343,418802.4184981647,2.0,1.0,4.0,3.0,3.0
0.25,0.00035634383290272456,868212.5730015578,603865.255673907,933.6887861180625,1006380.5703981475,2.0,1.0,4.0,3.0,4.0
0.5,9.900786355124532e-07,392824.0533288133,232975.5015531478,2965.4594910250776,423306.6457023832,2.0,1.0,4.0,3.0,4.0
0.75,1.1225152159544415e-07,320831.6861391227,188098.04363866063,8794.239255234288,333507.29637866974,2.0,1.0,4.0,3.0,4.0
0.25,0.0002826991198620005,862901.2870481336,594203.6845103228,756.2766471712623,1011485.4511440976,2.0,1.0,4.0,3.0,5.0
0.5,8.630796806219028e-07,392822.18416108383,232956.15722380613,2965.459491025077,423325.2068844796,2.0,1.0,4.0,3.0,5.0
0.75,3.002092608276829e-07,297952.4712826452,174527.73136552237,7615.485454641507,305042.1711615557,2.0,1.0,4.0,3.0,5.0
0.25,0.0003362687842991707,3708315.547997471,3700171.3672544966,690.046706601685,4412472.728036065,2.0,1.0,4.0,4.0,0.0
0.5,0.0010866934858956034,3710261.465092339,3698325.3228361327,3133.1573522408275,4500369.806839473,2.0,1.0,4.0,4.0,0.0
0.75,0.0027443884042875556,3718742.3157537286,3704192.085105746,6396.931296832176,4950102.811746551,2.0,1.0,4.0,4.0,0.0
0.25,0.0012875452515489385,2528522.596854489,2273310.8263161615,8149.315387701986,3177846.570565865,2.0,1.0,4.0,4.0,1.0
0.5,0.0012171580413707142,1837194.5055403374,1535465.296080828,3153.247355385443,2276513.3997808127,2.0,1.0,4.0,4.0,1.0
0.75,7.313190748501066e-06,1317194.7262496501,1001717.2717107248,12690.064388257597,1561579.5410291883,2.0,1.0,4.0,4.0,1.0
0.25,0.0006043209126702546,1544560.213991262,1235537.5849760189,719.0237360860665,1855272.6139760762,2.0,1.0,4.0,4.0,2.0
0.5,1.567210582603957e-06,645831.0583435943,416377.26725262834,6134.943766946852,734139.1242772884,2.0,1.0,4.0,4.0,2.0
0.75,8.469535824854086e-07,564402.085378797,353528.72596092336,12117.77125324307,633389.5881472122,2.0,1.0,4.0,4.0,2.0
0.25,0.0008125088595743734,1186999.441519953,897517.8781720836,690.046706601685,1436526.4828220978,2.0,1.0,4.0,4.0,3.0
0.5,8.309091887468309e-07,461649.7276439522,279931.0291764534,4595.193670150952,507980.85435565136,2.0,1.0,4.0,4.0,3.0
0.75,8.259193175131061e-07,392785.44102790044,233925.34743571788,10729.120765890424,421201.1559143384,2.0,1.0,4.0,4.0,3.0
0.25,0.000356315011506945,868261.4506094633,603920.5402506413,946.106423146461,1006413.7134307065,2.0,1.0,4.0,4.0,4.0
0.5,9.900791820649663e-07,392824.2421939786,232975.70198340242,3153.247355385443,423494.4891591976,2.0,1.0,4.0,4.0,4.0
0.75,1.0691428413019121e-06,320904.55340424436,188701.75969745006,9173.341923865364,332413.325951408,2.0,1.0,4.0,4.0,4.0
0.25,0.00028267057623610533,862949.9305552723,594258.7041706251,768.6942841996611,1011518.4948074694,2.0,1.0,4.0,4.0,5.0
0.5,8.630802247999381e-07,392822.3723260598,232956.3569109957,3153.2473553854434,423513.0501351935,2.0,1.0,4.0,4.0,5.0
0.75,1.513696700659848e-06,298208.3895187529,175285.278828054,7994.588123272586,304136.99128898303,2.0,1.0,4.0,4.0,5.0
0.25,0.0003361322327327156,3708421.4222198725,3700291.072796554,690.0467066016848,4412519.698175848,2.0,1.0,4.0,5.0,0.0
0.5,0.0010942766933571579,3711314.152084912,3699399.165984576,3133.1573522408175,4500842.590625977,2.0,1.0,4.0,5.0,0.0
0.75,0.0002450655461033414,3713242.1457483075,3698456.445348148,6310.784946401232,4529657.188084179,2.0,1.0,4.0,5.0,0.0
0.25,0.0012872535511403028,2528683.868499397,2273493.077221244,8099.644839588392,3177917.955260029,2.0,1.0,4.0,5.0,1.0
0.5,0.001219248831405489,1838260.5053341629,1536553.0650038265,2898.801379079907,2276990.3677865705,2.0,1.0,4.0,5.0,1.0
0.75,7.724380271822356e-05,1325441.0591535645,1010230.0171767104,13691.406049903564,1569241.1864556766,2.0,1.0,4.0,5.0,1.0
0.25,0.0006037743729628227,1544774.5127155888,1235779.6092350103,719.0237360860663,1855367.4546649994,2.0,1.0,4.0,5.0,2.0
0.5,3.348402924221169e-06,646684.5244383354,417239.3336742554,6134.943766946837,734553.0161502397,2.0,1.0,4.0,5.0,2.0
0.75,2.6030472710742843e-05,565293.6187568707,354226.0717423083,11737.062932867892,634269.4193248373,2.0,1.0,4.0,5.0,2.0
0.25,0.000812159486495301,1187170.036288607,897710.6293766237,690.0467066016848,1436602.0548046504,2.0,1.0,4.0,5.0,3.0
0.5,2.6154788592614514e-06,462504.036139508,280793.98564811575,4595.193670150942,508394.98944838665,2.0,1.0,4.0,5.0,3.0
0.75,1.0469123017047843e-05,394861.8647725541,235345.92739805402,11762.028013553798,423589.67005659384,2.0,1.0,4.0,5.0,3.0
0.25,0.0003563150109929295,868519.8303670913,604209.2111711061,896.4358750328664,1006528.5587953568,2.0,1.0,4.0,5.0,4.0
0.5,2.770477007249247e-06,393677.5111877731,233837.5601539199,3153.2473553854334,423908.3241261303,2.0,1.0,4.0,5.0,4.0
0.75,8.205662328339438e-06,320439.04487038654,188633.58406278663,9047.079579795709,331424.3356575054,2.0,1.0,4.0,5.0,4.0
0.25,0.00028267057572608963,863208.306552961,594547.3706745943,719.0237360860665,1011633.3385789471,2.0,1.0,4.0,5.0,5.0
0.5,2.6464782967416036e-06,393676.38970715756,233819.00580049006,3153.247355385434,423927.1011784102,2.0,1.0,4.0,5.0,5.0
0.75,3.875608433264778e-05,298079.2183937081,175904.3366339496,8202.431538435903,302714.5876126561,2.0,1.0,4.0,5.0,5.0
0.25,0.0029458291928152,3708317.5669419086,3700215.5517119025,572.2025334594782,4872040.762921213,2.0,1.0,5.0,0.0,0.0
0.5,0.0021018850419710663,3706469.8532311753,3694262.832686239,1708.5399155124544,4666863.982502708,2.0,1.0,5.0,0.0,0.0
0.75,0.002883928938920447,3708551.278009784,3694910.1980703557,3572.1239748279513,4870698.684504714,2.0,1.0,5.0,0.0,0.0
0.25,0.0007468964544509291,2568601.991010463,2332092.9221613407,571.3330745885694,3100677.072108418,2.0,1.0,5.0,0.0,1.0
0.5,0.002048333733576582,1821415.7811915348,1520379.6267439763,1853.1155212613414,2273544.2912225337,2.0,1.0,5.0,0.0,1.0
0.75,0.00020764684477839586,1340713.2928224467,1026127.0189770546,8721.645070672577,1591739.773272158,2.0,1.0,5.0,0.0,1.0
0.25,0.0010105774610887008,1542229.4686350296,1232938.2741668634,571.3330745885694,1853010.4485612372,2.0,1.0,5.0,0.0,2.0
0.5,0.001613098426314109,651219.6630322036,419165.9900460575,4552.581250310818,745567.5459763758,2.0,1.0,5.0,0.0,2.0
0.75,0.00014667320994532902,558032.517089861,347288.2740886413,9276.955941373679,630973.6424204836,2.0,1.0,5.0,0.0,2.0
0.25,0.002399176847378548,1161988.784003022,867016.5796817027,874.3569142766714,1373311.8445559964,2.0,1.0,5.0,0.0,3.0
0.5,0.001610857215789102,467418.7795068795,281434.71723222284,3282.304820979407,520582.27817413054,2.0,1.0,5.0,0.0,3.0
0.75,0.0001402665890875189,387060.62891523633,228506.97717697526,7755.246349810925,418581.00593715167,2.0,1.0,5.0,0.0,3.0
0.25,0.000803100289983251,884972.6170469703,617369.4848702364,749.6146724062783,1030233.5817280277,2.0,1.0,5.0,0.0,4.0
0.5,0.0016103655835247243,397001.5386707418,232923.54180065903,1853.1155212613414,434128.0718720765,2.0,1.0,5.0,0.0,4.0
0.75,0.00019847082431393215,316505.0628309442,184074.64744882693,6509.246222776244,331234.74693986727,2.0,1.0,5.0,0.0,4.0
0.25,0.0006640854069702405,878593.161588,607204.586703209,572.2025334594782,1032264.9180455782,2.0,1.0,5.0,0.0,5.0
0.5,0.0007790642500481409,397135.2927945759,232852.01233924116,1853.1155212613414,434514.31568005023,2.0,1.0,5.0,0.0,5.0
0.75,0.00019218159549179428,293325.0435726889,170219.49768781543,5487.87857063617,302533.1448870437,2.0,1.0,5.0,0.0,5.0
0.25,0.00033678479013782097,3707019.615628901,3698834.4124056506,969.5669183682413,4411589.146626255,2.0,1.0,5.0,1.0,0.0
0.5,0.0012941015648081252,3705811.87501155,3693399.4314139048,2765.728925770969,4533544.913278004,2.0,1.0,5.0,1.0,0.0
0.75,0.0002600130096699352,3706905.331074597,3693298.765563287,5714.310075622831,4465900.952381115,2.0,1.0,5.0,1.0,0.0
0.25,0.001290947025932857,2527301.1831038375,2272078.3493184103,8428.04213635374,3176972.0879453495,2.0,1.0,5.0,1.0,1.0
0.5,0.001205577232949259,1831949.831874947,1530628.7209399787,2890.2785410257593,2280407.773009964,2.0,1.0,5.0,1.0,1.0
0.75,0.00017939289730189628,1306154.531528806,999097.631225629,13678.75917247707,1522426.9713170312,2.0,1.0,5.0,1.0,1.0
0.25,0.0006113036442665995,1543309.6481579887,1234283.6084354725,969.5669183682413,1854396.2184590562,2.0,1.0,5.0,1.0,2.0
0.5,7.330064966599013e-05,647369.3444170507,416505.1707166822,6396.709098457585,739099.9447385895,2.0,1.0,5.0,1.0,2.0
0.75,7.403667357843868e-06,560961.4130244754,349860.10820688866,11415.060028889116,633738.7139279658,2.0,1.0,5.0,1.0,2.0
0.25,0.0008092322411101147,1185791.446053021,896302.2991998609,998.5439478526226,1435659.5533428008,2.0,1.0,5.0,1.0,3.0
0.5,7.314247263446055e-05,463190.91064523126,279488.24785936094,4918.617907724322,513057.7285586503,2.0,1.0,5.0,1.0,3.0
0.75,8.199814029562675e-06,389439.9431272898,230894.86498185433,9873.324446832275,420325.7773970212,2.0,1.0,5.0,1.0,3.0
0.25,0.00037253664338676566,866877.7878157062,602536.2735088452,1369.7183192201253,1005541.0636837502,2.0,1.0,5.0,1.0,4.0
0.5,7.306664543867811e-05,393592.7678833887,231875.94916282388,3483.0501004825364,427521.9672866957,2.0,1.0,5.0,1.0,4.0
0.75,2.4920797577067096e-05,317575.0931255627,185558.01897265587,8627.324319797586,331575.2221955981,2.0,1.0,5.0,1.0,4.0
0.25,0.0002827338702126041,861565.5891865961,592877.090872821,1047.4210328514182,1010637.5484351749,2.0,1.0,5.0,1.0,5.0
0.5,7.291876647583476e-05,393592.6501752307,231867.2194365235,3483.0501004825364,427566.1827363257,2.0,1.0,5.0,1.0,5.0
0.75,2.5170603733084733e-05,294640.4488126347,171964.70131688635,7448.570519204809,302995.89287766826,2.0,1.0,5.0,1.0,5.0
0.25,0.0003372376238557687,3708303.9293338237,3700052.1331617977,696.3789037434685,4412301.145450015,2.0,1.0,5.0,2.0,0.0
0.5,0.0010901238458227154,3709660.7919073766,3696816.0228938498,3173.2434854799253,4605686.637785671,2.0,1.0,5.0,2.0,0.0
0.75,0.000251215395868073,3710722.7610812844,3696202.5188037106,5742.8290437714795,4542542.909324495,2.0,1.0,5.0,2.0,0.0
0.25,0.0012910026564392249,2528549.9914112026,2273253.385924129,8179.689395785767,3177672.367241209,2.0,1.0,5.0,2.0,1.0
0.5,0.001212705189996426,1834976.3376196055,1532939.8783291574,2601.2203608340537,2279822.7285237988,2.0,1.0,5.0,2.0,1.0
0.75,8.917834173815437e-05,1342068.8482382374,1027843.5348676755,13123.450147273805,1584918.056580051,2.0,1.0,5.0,2.0,1.0
0.25,0.0006113060134863658,1544524.8804971033,1235418.0362888502,721.2141778002658,1855085.8555080215,2.0,1.0,5.0,2.0,2.0
0.5,1.0191951648631782e-05,646752.3104358522,416423.109453139,6220.010932917091,736114.9944770418,2.0,1.0,5.0,2.0,2.0
0.75,2.3039239795135684e-05,561888.4186122714,351060.4591366699,11609.795987017993,631911.6628790166,2.0,1.0,5.0,2.0,2.0
0.25,0.0008092721132830112,1187034.4714392417,897470.1936938488,750.1912072846471,1436358.1874260302,2.0,1.0,5.0,2.0,3.0
0.5,8.951767499294814e-06,462779.53442356037,279848.2441420828,4667.503821073748,510337.984535694,2.0,1.0,5.0,2.0,3.0
0.75,4.099037711016414e-05,389594.5005875201,230877.32652368688,10793.168624311218,419180.0113400598,2.0,1.0,5.0,2.0,3.0
0.25,0.00037253664273750707,868116.3201744289,603692.1887673623,1121.3655786521495,1006247.2358329741,2.0,1.0,5.0,2.0,4.0
0.5,1.0716657832509964e-05,393516.731826475,232503.82197838707,2653.5343816623677,425309.0197291611,2.0,1.0,5.0,2.0,4.0
0.75,3.9398666341871394e-05,319369.4710916619,186809.26341778145,9237.38978228616,332214.0485878212,2.0,1.0,5.0,2.0,4.0
0.25,0.0002827338695700308,862804.1216944086,594033.0060956075,799.0682922834426,1011343.7206779851,2.0,1.0,5.0,2.0,5.0
0.5,9.119091597193152e-06,393511.5135343964,232482.41413258793,3225.557506308239,425330.57227930846,2.0,1.0,5.0,2.0,5.0
0.75,2.285177591349596e-05,296547.66206850804,173245.22108299972,7664.024995994309,303878.65299828484,2.0,1.0,5.0,2.0,5.0
0.25,0.000336784789977482,3708771.241091355,3700544.73340493,609.455444544675,4412522.027240163,2.0,1.0,5.0,3.0,0.0
0.5,0.001081758192981167,3709243.751332848,3696189.2467594617,2416.4791143424654,4486562.765161926,2.0,1.0,5.0,3.0,0.0
0.75,0.0002564853861725034,3710862.221688635,3695709.62614181,5112.327016703667,4484734.63305405,2.0,1.0,5.0,3.0,0.0
0.25,0.001290947025855111,2529069.9373296513,2273805.7967666527,8067.930662530177,3177915.732054989,2.0,1.0,5.0,3.0,1.0
0.5,0.0012133760214474772,1836485.7332824445,1533784.6168291718,2440.5871181160037,2276437.1034872187,2.0,1.0,5.0,3.0,1.0
0.75,3.618570477712452e-05,1314126.9127511033,998418.0087504246,11949.172107842278,1557389.117284102,2.0,1.0,5.0,3.0,1.0
0.25,0.0006113036443061402,1545097.5014647578,1236030.1527417903,609.455444544675,1855351.8288855916,2.0,1.0,5.0,3.0,2.0
0.5,1.462781097883343e-06,646382.6572873035,416525.84835867473,5463.246561779632,733795.0971554073,2.0,1.0,5.0,3.0,2.0
0.75,1.0324175162075464e-05,563466.1764097741,352255.26210337004,10822.600339664,632158.3850423914,2.0,1.0,5.0,3.0,2.0
0.25,0.0008092322410686939,1187564.8126748004,898034.3586623621,638.4324740290563,1436606.0896440442,2.0,1.0,5.0,3.0,3.0
0.5,3.324202408476745e-07,462218.9281426299,279902.14781583956,3910.739449936287,507938.25247770734,2.0,1.0,5.0,3.0,3.0
